#: table_doi: 10.17182/hepdata.74824.v1/t8
#: name: Table 8
#: description: Moments YLM(LM=10) of the di-pion angular distribution for -T.

#: data_file: Table8.yaml
#: keyword reactions: GAMMA P --> PI+ PI- P
#: keyword observables: YLM
#: keyword plabs: 3.0,3.8
#: keyword phrases: Exclusive | Photoproduction
#: -T [GeV^2],,,0.5-0.6
#: E(P=1) [GeV],,,3.0-3.2
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"YLM(LM=10,P=3_4) [MUB/GEV**3]",error +,error -
1.395,1.39,1.4,-0.2157,-0.1707,0.1707

#: -T [GeV^2],,,0.5-0.6
#: E(P=1) [GeV],,,3.2-3.4
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"YLM(LM=10,P=3_4) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0239,0.0586,-0.0586
0.415,0.41,0.42,-0.0329,-0.0601,0.0601
0.425,0.42,0.43,0.0201,0.0723,-0.0723
0.435,0.43,0.44,-0.2646,-0.0974,0.0974
0.445,0.44,0.45,-0.2449,-0.1046,0.1046
0.455,0.45,0.46,-0.2606,-0.0965,0.0965
0.46499999999999997,0.46,0.47,-0.3915,-0.127,0.127
0.475,0.47,0.48,-0.5421,-0.1425,0.1425
0.485,0.48,0.49,-0.4296,-0.1248,0.1248
0.495,0.49,0.5,-0.4906,-0.1002,0.1002
0.505,0.5,0.51,-0.4084,-0.0965,0.0965
0.515,0.51,0.52,-0.5446,-0.0961,0.0961
0.525,0.52,0.53,-0.4976,-0.1219,0.1219
0.535,0.53,0.54,-0.4726,-0.1323,0.1323
0.545,0.54,0.55,-0.6432,-0.1169,0.1169
0.555,0.55,0.56,-0.4825,-0.1139,0.1139
0.565,0.56,0.57,-0.7089,-0.1146,0.1146
0.575,0.57,0.58,-0.715,-0.1168,0.1168
0.585,0.58,0.59,-0.8182,-0.1257,0.1257
0.595,0.59,0.6,-0.8937,-0.1451,0.1451
0.605,0.6,0.61,-0.8565,-0.1589,0.1589
0.615,0.61,0.62,-0.9121,-0.1415,0.1415
0.625,0.62,0.63,-0.9237,-0.1761,0.1761
0.635,0.63,0.64,-1.045,-0.1654,0.1654
0.645,0.64,0.65,-1.056,-0.197,0.197
0.655,0.65,0.66,-1.27,-0.2263,0.2263
0.665,0.66,0.67,-1.453,-0.2436,0.2436
0.675,0.67,0.68,-1.474,-0.2688,0.2688
0.685,0.68,0.69,-1.651,-0.2559,0.2559
0.695,0.69,0.7,-2.247,-0.3715,0.3715
0.705,0.7,0.71,-2.407,-0.3956,0.3956
0.715,0.71,0.72,-2.465,-0.3673,0.3673
0.725,0.72,0.73,-2.932,-0.4135,0.4135
0.735,0.73,0.74,-3.184,-0.5014,0.5014
0.745,0.74,0.75,-3.417,-0.495,0.495
0.755,0.75,0.76,-3.036,-0.5486,0.5486
0.765,0.76,0.77,-3.066,-0.6047,0.6047
0.775,0.77,0.78,-2.834,-0.5082,0.5082
0.785,0.78,0.79,-2.071,-0.4883,0.4883
0.795,0.79,0.8,-1.404,-0.2601,0.2601
0.805,0.8,0.81,-0.9397,-0.258,0.258
0.815,0.81,0.82,-1.035,-0.2939,0.2939
0.825,0.82,0.83,-0.7796,-0.3624,0.3624
0.835,0.83,0.84,-0.6788,-0.2064,0.2064
0.845,0.84,0.85,-0.4586,-0.1802,0.1802
0.855,0.85,0.86,-0.3705,-0.1313,0.1313
0.865,0.86,0.87,-0.2692,-0.1796,0.1796
0.875,0.87,0.88,-0.1666,-0.1342,0.1342
0.885,0.88,0.89,-0.3474,-0.177,0.177
0.895,0.89,0.9,-0.3311,-0.1628,0.1628
0.905,0.9,0.91,-0.0641,-0.1199,0.1199
0.915,0.91,0.92,-0.4055,-0.1535,0.1535
0.925,0.92,0.93,-0.409,-0.1357,0.1357
0.935,0.93,0.94,-0.3871,-0.176,0.176
0.945,0.94,0.95,-0.3769,-0.1371,0.1371
0.955,0.95,0.96,-0.2686,-0.139,0.139
0.965,0.96,0.97,-0.5166,-0.1591,0.1591
0.975,0.97,0.98,-0.647,-0.1462,0.1462
0.985,0.98,0.99,-0.7043,-0.1497,0.1497
0.995,0.99,1.0,-0.2955,-0.1725,0.1725
1.005,1.0,1.01,-0.3789,-0.1522,0.1522
1.0150000000000001,1.01,1.02,-0.4629,-0.1488,0.1488
1.025,1.02,1.03,-0.4043,-0.1834,0.1834
1.0350000000000001,1.03,1.04,-0.491,-0.2034,0.2034
1.045,1.04,1.05,-0.39,-0.1889,0.1889
1.0550000000000002,1.05,1.06,-0.3766,-0.1475,0.1475
1.065,1.06,1.07,-0.3739,-0.1624,0.1624
1.0750000000000002,1.07,1.08,-0.3808,-0.2094,0.2094
1.085,1.08,1.09,-0.2303,-0.1037,0.1037
1.0950000000000002,1.09,1.1,-0.3775,-0.1429,0.1429
1.105,1.1,1.11,-0.486,-0.1657,0.1657
1.1150000000000002,1.11,1.12,-0.3081,-0.2002,0.2002
1.125,1.12,1.13,-0.1944,-0.1767,0.1767
1.1349999999999998,1.13,1.14,-0.1872,-0.1869,0.1869
1.145,1.14,1.15,-0.4473,-0.138,0.138
1.1549999999999998,1.15,1.16,-0.3008,-0.1354,0.1354
1.165,1.16,1.17,-0.4624,-0.1972,0.1972
1.1749999999999998,1.17,1.18,-0.3529,-0.162,0.162
1.185,1.18,1.19,-0.5266,-0.2206,0.2206
1.1949999999999998,1.19,1.2,-0.4072,-0.2226,0.2226
1.205,1.2,1.21,-0.2107,-0.2003,0.2003
1.2149999999999999,1.21,1.22,-0.1003,-0.128,0.128
1.225,1.22,1.23,-0.4273,-0.2008,0.2008
1.2349999999999999,1.23,1.24,-0.0824,-0.1779,0.1779
1.245,1.24,1.25,-0.2031,-0.2081,0.2081
1.255,1.25,1.26,-0.004,-0.167,0.167
1.2650000000000001,1.26,1.27,-0.0791,-0.168,0.168
1.275,1.27,1.28,0.0527,0.1896,-0.1896
1.2850000000000001,1.28,1.29,-0.0101,-0.1755,0.1755
1.295,1.29,1.3,-0.0188,-0.163,0.163
1.3050000000000002,1.3,1.31,0.0962,0.1811,-0.1811
1.315,1.31,1.32,-0.2904,-0.2237,0.2237
1.3250000000000002,1.32,1.33,-0.0318,-0.2079,0.2079
1.335,1.33,1.34,-0.1576,-0.1382,0.1382
1.3450000000000002,1.34,1.35,-0.1183,-0.2217,0.2217
1.355,1.35,1.36,-0.2014,-0.1502,0.1502
1.3650000000000002,1.36,1.37,0.0959,0.1424,-0.1424
1.375,1.37,1.38,-0.2422,-0.2217,0.2217
1.3849999999999998,1.38,1.39,-0.1859,-0.1855,0.1855
1.395,1.39,1.4,-0.1262,-0.1715,0.1715

#: -T [GeV^2],,,0.5-0.6
#: E(P=1) [GeV],,,3.4-3.6
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"YLM(LM=10,P=3_4) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0478,0.0584,-0.0584
0.415,0.41,0.42,0.0622,0.0722,-0.0722
0.425,0.42,0.43,-0.0512,-0.0646,0.0646
0.435,0.43,0.44,-0.115,-0.0747,0.0747
0.445,0.44,0.45,-0.2583,-0.0975,0.0975
0.455,0.45,0.46,-0.2364,-0.1038,0.1038
0.46499999999999997,0.46,0.47,-0.3125,-0.1331,0.1331
0.475,0.47,0.48,-0.2864,-0.1079,0.1079
0.485,0.48,0.49,-0.2514,-0.1288,0.1288
0.495,0.49,0.5,-0.2563,-0.0931,0.0931
0.505,0.5,0.51,-0.3566,-0.118,0.118
0.515,0.51,0.52,-0.3053,-0.1132,0.1132
0.525,0.52,0.53,-0.3187,-0.1078,0.1078
0.535,0.53,0.54,-0.4262,-0.1304,0.1304
0.545,0.54,0.55,-0.4097,-0.0928,0.0928
0.555,0.55,0.56,-0.4792,-0.0895,0.0895
0.565,0.56,0.57,-0.408,-0.0947,0.0947
0.575,0.57,0.58,-0.6281,-0.1084,0.1084
0.585,0.58,0.59,-0.4717,-0.1009,0.1009
0.595,0.59,0.6,-0.6831,-0.1143,0.1143
0.605,0.6,0.61,-0.5993,-0.1529,0.1529
0.615,0.61,0.62,-0.6923,-0.1425,0.1425
0.625,0.62,0.63,-0.6821,-0.1369,0.1369
0.635,0.63,0.64,-0.8501,-0.1699,0.1699
0.645,0.64,0.65,-1.0,-0.1765,0.1765
0.655,0.65,0.66,-1.178,-0.21,0.21
0.665,0.66,0.67,-1.278,-0.2807,0.2807
0.675,0.67,0.68,-1.347,-0.2986,0.2986
0.685,0.68,0.69,-1.486,-0.37,0.37
0.695,0.69,0.7,-1.756,-0.4462,0.4462
0.705,0.7,0.71,-2.003,-0.3793,0.3793
0.715,0.71,0.72,-2.026,-0.4944,0.4944
0.725,0.72,0.73,-2.545,-0.501,0.501
0.735,0.73,0.74,-2.864,-0.5947,0.5947
0.745,0.74,0.75,-2.692,-0.5579,0.5579
0.755,0.75,0.76,-2.615,-0.5172,0.5172
0.765,0.76,0.77,-2.688,-0.5039,0.5039
0.775,0.77,0.78,-2.218,-0.3935,0.3935
0.785,0.78,0.79,-1.451,-0.3016,0.3016
0.795,0.79,0.8,-1.125,-0.265,0.265
0.805,0.8,0.81,-0.8722,-0.2832,0.2832
0.815,0.81,0.82,-0.9421,-0.4345,0.4345
0.825,0.82,0.83,-0.6996,-0.378,0.378
0.835,0.83,0.84,-0.6384,-0.3194,0.3194
0.845,0.84,0.85,-0.3074,-0.2556,0.2556
0.855,0.85,0.86,-0.3467,-0.2872,0.2872
0.865,0.86,0.87,-0.3911,-0.2473,0.2473
0.875,0.87,0.88,-0.2232,-0.1833,0.1833
0.885,0.88,0.89,-0.1395,-0.2044,0.2044
0.895,0.89,0.9,-0.1475,-0.2046,0.2046
0.905,0.9,0.91,-0.1341,-0.1641,0.1641
0.915,0.91,0.92,-0.0707,-0.1669,0.1669
0.925,0.92,0.93,-0.0964,-0.1441,0.1441
0.935,0.93,0.94,-0.2183,-0.1766,0.1766
0.945,0.94,0.95,-0.1918,-0.1255,0.1255
0.955,0.95,0.96,-0.1959,-0.1501,0.1501
0.965,0.96,0.97,-0.3474,-0.1672,0.1672
0.975,0.97,0.98,-0.5779,-0.1524,0.1524
0.985,0.98,0.99,-0.3279,-0.1797,0.1797
0.995,0.99,1.0,-0.1223,-0.1567,0.1567
1.005,1.0,1.01,-0.2807,-0.1558,0.1558
1.0150000000000001,1.01,1.02,-0.1457,-0.2059,0.2059
1.025,1.02,1.03,-0.0391,-0.1311,0.1311
1.0350000000000001,1.03,1.04,-0.3353,-0.1845,0.1845
1.045,1.04,1.05,-0.3657,-0.1624,0.1624
1.0550000000000002,1.05,1.06,-0.0178,-0.1106,0.1106
1.065,1.06,1.07,-0.1466,-0.1974,0.1974
1.0750000000000002,1.07,1.08,-0.3111,-0.1715,0.1715
1.085,1.08,1.09,-0.2016,-0.1348,0.1348
1.0950000000000002,1.09,1.1,0.055,0.115,-0.115
1.105,1.1,1.11,0.1106,0.1144,-0.1144
1.1150000000000002,1.11,1.12,-0.1069,-0.2152,0.2152
1.125,1.12,1.13,-0.1252,-0.1339,0.1339
1.1349999999999998,1.13,1.14,-0.1734,-0.1948,0.1948
1.145,1.14,1.15,-0.1159,-0.1813,0.1813
1.1549999999999998,1.15,1.16,-0.2432,-0.1562,0.1562
1.165,1.16,1.17,0.0958,0.1153,-0.1153
1.1749999999999998,1.17,1.18,-0.0808,-0.1099,0.1099
1.185,1.18,1.19,0.0252,0.1272,-0.1272
1.1949999999999998,1.19,1.2,-0.2432,-0.1501,0.1501
1.205,1.2,1.21,-0.1879,-0.1527,0.1527
1.2149999999999999,1.21,1.22,-0.3356,-0.2091,0.2091
1.225,1.22,1.23,0.0644,0.1143,-0.1143
1.2349999999999999,1.23,1.24,-0.0559,-0.1349,0.1349
1.245,1.24,1.25,-0.0882,-0.1508,0.1508
1.255,1.25,1.26,0.0722,0.1499,-0.1499
1.2650000000000001,1.26,1.27,-0.058,-0.144,0.144
1.275,1.27,1.28,0.1256,0.142,-0.142
1.2850000000000001,1.28,1.29,0.0866,0.146,-0.146
1.295,1.29,1.3,0.0493,0.1469,-0.1469
1.3050000000000002,1.3,1.31,0.0184,0.1709,-0.1709
1.315,1.31,1.32,0.0006,0.2252,-0.2252
1.3250000000000002,1.32,1.33,0.1774,0.1371,-0.1371
1.335,1.33,1.34,-0.098,-0.1544,0.1544
1.3450000000000002,1.34,1.35,0.0549,0.1283,-0.1283
1.355,1.35,1.36,0.0454,0.1802,-0.1802
1.3650000000000002,1.36,1.37,0.1105,0.1282,-0.1282
1.375,1.37,1.38,0.047,0.1437,-0.1437
1.3849999999999998,1.38,1.39,-0.0321,-0.1812,0.1812
1.395,1.39,1.4,-0.1913,-0.1932,0.1932

#: -T [GeV^2],,,0.5-0.6
#: E(P=1) [GeV],,,3.6-3.8
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"YLM(LM=10,P=3_4) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,-0.0428,-0.0718,0.0718
0.415,0.41,0.42,0.0704,0.1149,-0.1149
0.425,0.42,0.43,0.032,0.1288,-0.1288
0.435,0.43,0.44,-0.0982,-0.0957,0.0957
0.445,0.44,0.45,-0.2414,-0.1364,0.1364
0.455,0.45,0.46,-0.1844,-0.1076,0.1076
0.46499999999999997,0.46,0.47,-0.1268,-0.1301,0.1301
0.475,0.47,0.48,-0.1569,-0.1534,0.1534
0.485,0.48,0.49,-0.1327,-0.213,0.213
0.495,0.49,0.5,-0.1582,-0.1801,0.1801
0.505,0.5,0.51,-0.4971,-0.1503,0.1503
0.515,0.51,0.52,-0.4154,-0.0982,0.0982
0.525,0.52,0.53,-0.3193,-0.1027,0.1027
0.535,0.53,0.54,-0.2715,-0.1114,0.1114
0.545,0.54,0.55,-0.4234,-0.1171,0.1171
0.555,0.55,0.56,-0.3805,-0.0997,0.0997
0.565,0.56,0.57,-0.4369,-0.0974,0.0974
0.575,0.57,0.58,-0.4419,-0.1116,0.1116
0.585,0.58,0.59,-0.4246,-0.1083,0.1083
0.595,0.59,0.6,-0.5748,-0.112,0.112
0.605,0.6,0.61,-0.7965,-0.2033,0.2033
0.615,0.61,0.62,-0.7316,-0.1604,0.1604
0.625,0.62,0.63,-0.7285,-0.1372,0.1372
0.635,0.63,0.64,-0.8168,-0.1698,0.1698
0.645,0.64,0.65,-1.187,-0.2628,0.2628
0.655,0.65,0.66,-0.7051,-0.1855,0.1855
0.665,0.66,0.67,-1.333,-0.4511,0.4511
0.675,0.67,0.68,-1.272,-0.3208,0.3208
0.685,0.68,0.69,-1.39,-0.2665,0.2665
0.695,0.69,0.7,-1.976,-0.3636,0.3636
0.705,0.7,0.71,-1.816,-0.4356,0.4356
0.715,0.71,0.72,-2.221,-0.4658,0.4658
0.725,0.72,0.73,-2.382,-0.4831,0.4831
0.735,0.73,0.74,-2.771,-0.6923,0.6923
0.745,0.74,0.75,-2.831,-0.6077,0.6077
0.755,0.75,0.76,-2.641,-0.3874,0.3874
0.765,0.76,0.77,-2.773,-0.7083,0.7083
0.775,0.77,0.78,-2.386,-0.5512,0.5512
0.785,0.78,0.79,-1.603,-0.4596,0.4596
0.795,0.79,0.8,-1.338,-0.4642,0.4642
0.805,0.8,0.81,-0.7384,-0.3435,0.3435
0.815,0.81,0.82,-0.5587,-0.2113,0.2113
0.825,0.82,0.83,-0.5796,-0.2723,0.2723
0.835,0.83,0.84,-0.2869,-0.31,0.31
0.845,0.84,0.85,-0.4236,-0.3028,0.3028
0.855,0.85,0.86,-0.17,-0.1813,0.1813
0.865,0.86,0.87,-0.1035,-0.2653,0.2653
0.875,0.87,0.88,-0.044,-0.292,0.292
0.885,0.88,0.89,0.0819,0.3205,-0.3205
0.895,0.89,0.9,0.0663,0.2456,-0.2456
0.905,0.9,0.91,0.0174,0.2654,-0.2654
0.915,0.91,0.92,-0.0833,-0.1836,0.1836
0.925,0.92,0.93,0.0595,0.168,-0.168
0.935,0.93,0.94,0.0706,0.154,-0.154
0.945,0.94,0.95,-0.0741,-0.1909,0.1909
0.955,0.95,0.96,0.0629,0.1414,-0.1414
0.965,0.96,0.97,0.05,0.2425,-0.2425
0.975,0.97,0.98,-0.1269,-0.135,0.135
0.985,0.98,0.99,-0.0844,-0.1551,0.1551
0.995,0.99,1.0,-0.2115,-0.1653,0.1653
1.005,1.0,1.01,0.0389,0.1917,-0.1917
1.0150000000000001,1.01,1.02,-0.2246,-0.1964,0.1964
1.025,1.02,1.03,-0.1165,-0.3286,0.3286
1.0350000000000001,1.03,1.04,-0.0921,-0.1685,0.1685
1.045,1.04,1.05,-0.1524,-0.3559,0.3559
1.0550000000000002,1.05,1.06,-0.0299,-0.2248,0.2248
1.065,1.06,1.07,-0.2221,-0.1935,0.1935
1.0750000000000002,1.07,1.08,0.0495,0.2486,-0.2486
1.085,1.08,1.09,-0.1617,-0.1247,0.1247
1.0950000000000002,1.09,1.1,-0.0556,-0.1888,0.1888
1.105,1.1,1.11,0.2536,0.3029,-0.3029
1.1150000000000002,1.11,1.12,-0.0806,-0.1513,0.1513
1.125,1.12,1.13,-0.2602,-0.1967,0.1967
1.1349999999999998,1.13,1.14,-0.1246,-0.1797,0.1797
1.145,1.14,1.15,-0.0259,-0.1354,0.1354
1.1549999999999998,1.15,1.16,0.0619,0.1339,-0.1339
1.165,1.16,1.17,-0.1817,-0.1657,0.1657
1.1749999999999998,1.17,1.18,-0.0833,-0.1677,0.1677
1.185,1.18,1.19,-0.1082,-0.1865,0.1865
1.1949999999999998,1.19,1.2,0.1099,0.1495,-0.1495
1.205,1.2,1.21,-0.0044,-0.1361,0.1361
1.2149999999999999,1.21,1.22,-0.0068,-0.1452,0.1452
1.225,1.22,1.23,-0.1685,-0.1476,0.1476
1.2349999999999999,1.23,1.24,-0.0116,-0.1478,0.1478
1.245,1.24,1.25,0.2785,0.1689,-0.1689
1.255,1.25,1.26,-0.0184,-0.1654,0.1654
1.2650000000000001,1.26,1.27,-0.2082,-0.175,0.175
1.275,1.27,1.28,-0.09,-0.1428,0.1428
1.2850000000000001,1.28,1.29,-0.0316,-0.1586,0.1586
1.295,1.29,1.3,0.1375,0.1821,-0.1821
1.3050000000000002,1.3,1.31,0.1137,0.1374,-0.1374
1.315,1.31,1.32,0.0286,0.1451,-0.1451
1.3250000000000002,1.32,1.33,-0.0318,-0.1502,0.1502
1.335,1.33,1.34,0.2942,0.1431,-0.1431
1.3450000000000002,1.34,1.35,0.1098,0.1502,-0.1502
1.355,1.35,1.36,0.037,0.1473,-0.1473
1.3650000000000002,1.36,1.37,0.3032,0.1918,-0.1918
1.375,1.37,1.38,0.293,0.1946,-0.1946
1.3849999999999998,1.38,1.39,0.1465,0.1473,-0.1473
1.395,1.39,1.4,0.0659,0.1719,-0.1719

