#: table_doi: 10.17182/hepdata.74824.v1/t16
#: name: Table 16
#: description: Moments YLM(LM=11) of the di-pion angular distribution for -T.

#: data_file: Table16.yaml
#: keyword reactions: GAMMA P --> PI+ PI- P
#: keyword observables: YLM
#: keyword plabs: 3.0,3.8
#: keyword phrases: Exclusive | Photoproduction
#: -T [GeV^2],,,0.7-0.8
#: E(P=1) [GeV],,,3.0-3.2
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"YLM(LM=11,P=3_4) [MUB/GEV**3]",error +,error -
0.945,0.94,0.95,-0.3234,-0.1017,0.1017
0.955,0.95,0.96,-0.2882,-0.1186,0.1186
0.965,0.96,0.97,-0.4161,-0.1107,0.1107
0.975,0.97,0.98,-0.2516,-0.0975,0.0975
0.985,0.98,0.99,-0.1255,-0.109,0.109
0.995,0.99,1.0,-0.2485,-0.1225,0.1225
1.005,1.0,1.01,-0.2162,-0.1135,0.1135
1.0150000000000001,1.01,1.02,-0.0949,-0.113,0.113
1.025,1.02,1.03,-0.0972,-0.0871,0.0871
1.0350000000000001,1.03,1.04,0.0226,0.0916,-0.0916
1.045,1.04,1.05,-0.108,-0.0879,0.0879
1.0550000000000002,1.05,1.06,0.0526,0.0955,-0.0955
1.065,1.06,1.07,-0.0229,-0.0847,0.0847
1.0750000000000002,1.07,1.08,0.0386,0.135,-0.135
1.085,1.08,1.09,0.0837,0.111,-0.111
1.0950000000000002,1.09,1.1,0.1162,0.1225,-0.1225
1.105,1.1,1.11,0.1809,0.1188,-0.1188
1.1150000000000002,1.11,1.12,0.0488,0.107,-0.107
1.125,1.12,1.13,0.0092,0.0942,-0.0942
1.1349999999999998,1.13,1.14,0.2896,0.1402,-0.1402
1.145,1.14,1.15,0.1704,0.12,-0.12
1.1549999999999998,1.15,1.16,0.165,0.1017,-0.1017
1.165,1.16,1.17,0.1578,0.1105,-0.1105
1.1749999999999998,1.17,1.18,0.185,0.1206,-0.1206
1.185,1.18,1.19,0.0845,0.1222,-0.1222
1.1949999999999998,1.19,1.2,0.2758,0.1769,-0.1769
1.205,1.2,1.21,0.2052,0.1581,-0.1581
1.2149999999999999,1.21,1.22,0.2216,0.1683,-0.1683
1.225,1.22,1.23,0.1733,0.1811,-0.1811
1.2349999999999999,1.23,1.24,0.2154,0.1869,-0.1869
1.245,1.24,1.25,0.1558,0.1346,-0.1346
1.255,1.25,1.26,0.1371,0.1494,-0.1494
1.2650000000000001,1.26,1.27,0.1079,0.187,-0.187
1.275,1.27,1.28,0.0023,0.1237,-0.1237
1.2850000000000001,1.28,1.29,0.1116,0.1192,-0.1192
1.295,1.29,1.3,0.0399,0.1147,-0.1147
1.3050000000000002,1.3,1.31,0.0606,0.1168,-0.1168
1.315,1.31,1.32,0.3754,0.1814,-0.1814
1.3250000000000002,1.32,1.33,0.1348,0.1075,-0.1075
1.335,1.33,1.34,0.1125,0.1153,-0.1153
1.3450000000000002,1.34,1.35,0.0291,0.1072,-0.1072
1.355,1.35,1.36,0.1602,0.1182,-0.1182
1.3650000000000002,1.36,1.37,0.2144,0.1157,-0.1157
1.375,1.37,1.38,0.092,0.1027,-0.1027
1.3849999999999998,1.38,1.39,0.1638,0.1302,-0.1302
1.395,1.39,1.4,0.1196,0.1007,-0.1007

#: -T [GeV^2],,,0.7-0.8
#: E(P=1) [GeV],,,3.2-3.4
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"YLM(LM=11,P=3_4) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0518,0.023,-0.023
0.415,0.41,0.42,0.0615,0.026,-0.026
0.425,0.42,0.43,0.0983,0.035,-0.035
0.435,0.43,0.44,0.0897,0.0345,-0.0345
0.445,0.44,0.45,0.0837,0.0393,-0.0393
0.455,0.45,0.46,0.1492,0.0467,-0.0467
0.46499999999999997,0.46,0.47,0.1141,0.043,-0.043
0.475,0.47,0.48,0.1598,0.0658,-0.0658
0.485,0.48,0.49,0.0474,0.138,-0.138
0.495,0.49,0.5,0.1233,0.0698,-0.0698
0.505,0.5,0.51,0.0745,0.1439,-0.1439
0.515,0.51,0.52,0.2141,0.0892,-0.0892
0.525,0.52,0.53,0.1508,0.0683,-0.0683
0.535,0.53,0.54,0.1817,0.0741,-0.0741
0.545,0.54,0.55,0.3368,0.0824,-0.0824
0.555,0.55,0.56,0.2277,0.0883,-0.0883
0.565,0.56,0.57,0.1698,0.1411,-0.1411
0.575,0.57,0.58,0.1587,0.1735,-0.1735
0.585,0.58,0.59,0.1696,0.0989,-0.0989
0.595,0.59,0.6,0.2113,0.0882,-0.0882
0.605,0.6,0.61,0.1896,0.1131,-0.1131
0.615,0.61,0.62,0.1661,0.0864,-0.0864
0.625,0.62,0.63,0.1158,0.168,-0.168
0.635,0.63,0.64,0.2983,0.1106,-0.1106
0.645,0.64,0.65,0.1696,0.1061,-0.1061
0.655,0.65,0.66,0.0548,0.1235,-0.1235
0.665,0.66,0.67,0.3422,0.1584,-0.1584
0.675,0.67,0.68,0.2424,0.2122,-0.2122
0.685,0.68,0.69,0.3102,0.2008,-0.2008
0.695,0.69,0.7,0.1943,0.1401,-0.1401
0.705,0.7,0.71,-0.0463,-0.1521,0.1521
0.715,0.71,0.72,0.2287,0.1944,-0.1944
0.725,0.72,0.73,-0.019,-0.1743,0.1743
0.735,0.73,0.74,0.2175,0.2023,-0.2023
0.745,0.74,0.75,-0.1439,-0.1645,0.1645
0.755,0.75,0.76,-0.3318,-0.1526,0.1526
0.765,0.76,0.77,-0.4506,-0.2674,0.2674
0.775,0.77,0.78,-0.4356,-0.1545,0.1545
0.785,0.78,0.79,-0.3147,-0.2136,0.2136
0.795,0.79,0.8,-0.4786,-0.1718,0.1718
0.805,0.8,0.81,-0.5387,-0.2263,0.2263
0.815,0.81,0.82,-0.5092,-0.2542,0.2542
0.825,0.82,0.83,-0.2624,-0.1435,0.1435
0.835,0.83,0.84,-0.2985,-0.167,0.167
0.845,0.84,0.85,-0.2935,-0.1786,0.1786
0.855,0.85,0.86,-0.2408,-0.1613,0.1613
0.865,0.86,0.87,-0.1618,-0.2147,0.2147
0.875,0.87,0.88,-0.3502,-0.1857,0.1857
0.885,0.88,0.89,-0.1427,-0.1264,0.1264
0.895,0.89,0.9,-0.2307,-0.1759,0.1759
0.905,0.9,0.91,-0.2174,-0.1328,0.1328
0.915,0.91,0.92,-0.1235,-0.1071,0.1071
0.925,0.92,0.93,-0.295,-0.1826,0.1826
0.935,0.93,0.94,-0.1897,-0.1576,0.1576
0.945,0.94,0.95,-0.294,-0.1382,0.1382
0.955,0.95,0.96,-0.2728,-0.11,0.11
0.965,0.96,0.97,-0.3169,-0.1015,0.1015
0.975,0.97,0.98,-0.0833,-0.0975,0.0975
0.985,0.98,0.99,-0.298,-0.0903,0.0903
0.995,0.99,1.0,-0.0835,-0.0838,0.0838
1.005,1.0,1.01,-0.0011,-0.1068,0.1068
1.0150000000000001,1.01,1.02,-0.2191,-0.069,0.069
1.025,1.02,1.03,-0.0272,-0.0802,0.0802
1.0350000000000001,1.03,1.04,-0.0556,-0.0877,0.0877
1.045,1.04,1.05,-0.0466,-0.0915,0.0915
1.0550000000000002,1.05,1.06,0.0143,0.0989,-0.0989
1.065,1.06,1.07,0.0377,0.0929,-0.0929
1.0750000000000002,1.07,1.08,0.1829,0.1206,-0.1206
1.085,1.08,1.09,0.0557,0.0943,-0.0943
1.0950000000000002,1.09,1.1,-0.025,-0.0955,0.0955
1.105,1.1,1.11,0.1834,0.1537,-0.1537
1.1150000000000002,1.11,1.12,0.1805,0.1236,-0.1236
1.125,1.12,1.13,0.0684,0.154,-0.154
1.1349999999999998,1.13,1.14,0.0583,0.1182,-0.1182
1.145,1.14,1.15,0.1728,0.1805,-0.1805
1.1549999999999998,1.15,1.16,0.2728,0.1836,-0.1836
1.165,1.16,1.17,0.1972,0.1541,-0.1541
1.1749999999999998,1.17,1.18,0.2135,0.1372,-0.1372
1.185,1.18,1.19,0.148,0.154,-0.154
1.1949999999999998,1.19,1.2,0.2869,0.144,-0.144
1.205,1.2,1.21,0.1919,0.1174,-0.1174
1.2149999999999999,1.21,1.22,0.3302,0.1868,-0.1868
1.225,1.22,1.23,0.1826,0.1381,-0.1381
1.2349999999999999,1.23,1.24,0.1828,0.1396,-0.1396
1.245,1.24,1.25,0.2307,0.1322,-0.1322
1.255,1.25,1.26,0.437,0.1692,-0.1692
1.2650000000000001,1.26,1.27,0.0872,0.1078,-0.1078
1.275,1.27,1.28,0.2656,0.1144,-0.1144
1.2850000000000001,1.28,1.29,0.2326,0.138,-0.138
1.295,1.29,1.3,0.1786,0.1407,-0.1407
1.3050000000000002,1.3,1.31,0.3655,0.1884,-0.1884
1.315,1.31,1.32,0.1843,0.175,-0.175
1.3250000000000002,1.32,1.33,0.0989,0.106,-0.106
1.335,1.33,1.34,0.1586,0.1133,-0.1133
1.3450000000000002,1.34,1.35,0.2119,0.1375,-0.1375
1.355,1.35,1.36,0.215,0.1333,-0.1333
1.3650000000000002,1.36,1.37,0.1826,0.1079,-0.1079
1.375,1.37,1.38,0.1245,0.1047,-0.1047
1.3849999999999998,1.38,1.39,0.0584,0.1268,-0.1268
1.395,1.39,1.4,0.2069,0.1488,-0.1488

#: -T [GeV^2],,,0.7-0.8
#: E(P=1) [GeV],,,3.4-3.6
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"YLM(LM=11,P=3_4) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,-0.0069,-0.0234,0.0234
0.415,0.41,0.42,0.0318,0.0259,-0.0259
0.425,0.42,0.43,0.0879,0.0328,-0.0328
0.435,0.43,0.44,0.065,0.0425,-0.0425
0.445,0.44,0.45,0.088,0.0449,-0.0449
0.455,0.45,0.46,0.1116,0.044,-0.044
0.46499999999999997,0.46,0.47,0.0626,0.0518,-0.0518
0.475,0.47,0.48,0.2189,0.0893,-0.0893
0.485,0.48,0.49,0.1501,0.0741,-0.0741
0.495,0.49,0.5,0.1638,0.0699,-0.0699
0.505,0.5,0.51,0.1149,0.1148,-0.1148
0.515,0.51,0.52,0.1756,0.0654,-0.0654
0.525,0.52,0.53,0.1333,0.1577,-0.1577
0.535,0.53,0.54,0.1702,0.086,-0.086
0.545,0.54,0.55,0.0955,0.1025,-0.1025
0.555,0.55,0.56,0.1259,0.1061,-0.1061
0.565,0.56,0.57,0.2786,0.0946,-0.0946
0.575,0.57,0.58,0.1816,0.0856,-0.0856
0.585,0.58,0.59,0.1776,0.123,-0.123
0.595,0.59,0.6,0.0625,0.0753,-0.0753
0.605,0.6,0.61,0.2338,0.0944,-0.0944
0.615,0.61,0.62,0.2177,0.0967,-0.0967
0.625,0.62,0.63,0.2752,0.1101,-0.1101
0.635,0.63,0.64,0.2682,0.1447,-0.1447
0.645,0.64,0.65,0.1098,0.0922,-0.0922
0.655,0.65,0.66,0.0774,0.1213,-0.1213
0.665,0.66,0.67,0.244,0.1605,-0.1605
0.675,0.67,0.68,0.2088,0.1443,-0.1443
0.685,0.68,0.69,-0.0206,-0.129,0.129
0.695,0.69,0.7,0.0384,0.2096,-0.2096
0.705,0.7,0.71,-0.1152,-0.139,0.139
0.715,0.71,0.72,0.2672,0.164,-0.164
0.725,0.72,0.73,0.0823,0.2979,-0.2979
0.735,0.73,0.74,0.105,0.2186,-0.2186
0.745,0.74,0.75,-0.2357,-0.1558,0.1558
0.755,0.75,0.76,-0.3583,-0.1504,0.1504
0.765,0.76,0.77,-0.2565,-0.2061,0.2061
0.775,0.77,0.78,-0.3839,-0.2799,0.2799
0.785,0.78,0.79,-0.1053,-0.1811,0.1811
0.795,0.79,0.8,-0.3809,-0.2039,0.2039
0.805,0.8,0.81,-0.412,-0.2966,0.2966
0.815,0.81,0.82,-0.4049,-0.1839,0.1839
0.825,0.82,0.83,-0.4138,-0.1548,0.1548
0.835,0.83,0.84,-0.3996,-0.2541,0.2541
0.845,0.84,0.85,-0.2929,-0.1722,0.1722
0.855,0.85,0.86,-0.3826,-0.1868,0.1868
0.865,0.86,0.87,-0.1961,-0.2269,0.2269
0.875,0.87,0.88,-0.2066,-0.1594,0.1594
0.885,0.88,0.89,-0.307,-0.154,0.154
0.895,0.89,0.9,-0.1738,-0.1585,0.1585
0.905,0.9,0.91,-0.0875,-0.171,0.171
0.915,0.91,0.92,-0.1429,-0.125,0.125
0.925,0.92,0.93,-0.2645,-0.1482,0.1482
0.935,0.93,0.94,-0.0951,-0.1404,0.1404
0.945,0.94,0.95,-0.3545,-0.1073,0.1073
0.955,0.95,0.96,-0.1135,-0.1286,0.1286
0.965,0.96,0.97,-0.3181,-0.1007,0.1007
0.975,0.97,0.98,-0.0456,-0.1017,0.1017
0.985,0.98,0.99,-0.0575,-0.1019,0.1019
0.995,0.99,1.0,-0.1134,-0.0887,0.0887
1.005,1.0,1.01,-0.0709,-0.0779,0.0779
1.0150000000000001,1.01,1.02,-0.0545,-0.1011,0.1011
1.025,1.02,1.03,-0.0015,-0.1214,0.1214
1.0350000000000001,1.03,1.04,-0.1479,-0.1533,0.1533
1.045,1.04,1.05,0.0494,0.0891,-0.0891
1.0550000000000002,1.05,1.06,0.0097,0.0794,-0.0794
1.065,1.06,1.07,-0.0791,-0.1162,0.1162
1.0750000000000002,1.07,1.08,0.0253,0.0965,-0.0965
1.085,1.08,1.09,0.0199,0.0913,-0.0913
1.0950000000000002,1.09,1.1,0.0031,0.1166,-0.1166
1.105,1.1,1.11,-0.032,-0.1018,0.1018
1.1150000000000002,1.11,1.12,-0.0543,-0.1179,0.1179
1.125,1.12,1.13,0.0204,0.1265,-0.1265
1.1349999999999998,1.13,1.14,0.0442,0.1146,-0.1146
1.145,1.14,1.15,-0.0241,-0.116,0.116
1.1549999999999998,1.15,1.16,0.0777,0.1529,-0.1529
1.165,1.16,1.17,-0.0329,-0.1004,0.1004
1.1749999999999998,1.17,1.18,0.0527,0.0922,-0.0922
1.185,1.18,1.19,0.0664,0.1266,-0.1266
1.1949999999999998,1.19,1.2,0.2314,0.2089,-0.2089
1.205,1.2,1.21,0.1511,0.1225,-0.1225
1.2149999999999999,1.21,1.22,0.0539,0.1068,-0.1068
1.225,1.22,1.23,0.4123,0.2056,-0.2056
1.2349999999999999,1.23,1.24,0.1231,0.1131,-0.1131
1.245,1.24,1.25,0.1958,0.1412,-0.1412
1.255,1.25,1.26,0.0733,0.1328,-0.1328
1.2650000000000001,1.26,1.27,0.2081,0.1571,-0.1571
1.275,1.27,1.28,0.2601,0.1548,-0.1548
1.2850000000000001,1.28,1.29,0.1228,0.1382,-0.1382
1.295,1.29,1.3,0.1813,0.1306,-0.1306
1.3050000000000002,1.3,1.31,0.2516,0.2347,-0.2347
1.315,1.31,1.32,0.0827,0.1178,-0.1178
1.3250000000000002,1.32,1.33,0.303,0.1947,-0.1947
1.335,1.33,1.34,0.1348,0.1051,-0.1051
1.3450000000000002,1.34,1.35,0.0757,0.1004,-0.1004
1.355,1.35,1.36,0.4124,0.2153,-0.2153
1.3650000000000002,1.36,1.37,0.075,0.1379,-0.1379
1.375,1.37,1.38,0.1278,0.0964,-0.0964
1.3849999999999998,1.38,1.39,0.0928,0.122,-0.122
1.395,1.39,1.4,0.128,0.1292,-0.1292

#: -T [GeV^2],,,0.7-0.8
#: E(P=1) [GeV],,,3.6-3.8
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"YLM(LM=11,P=3_4) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0697,0.0301,-0.0301
0.415,0.41,0.42,0.092,0.0357,-0.0357
0.425,0.42,0.43,0.0061,0.0453,-0.0453
0.435,0.43,0.44,0.0838,0.0493,-0.0493
0.445,0.44,0.45,0.0491,0.053,-0.053
0.455,0.45,0.46,0.1259,0.0527,-0.0527
0.46499999999999997,0.46,0.47,0.0245,0.1006,-0.1006
0.475,0.47,0.48,0.0543,0.0811,-0.0811
0.485,0.48,0.49,0.0768,0.0738,-0.0738
0.495,0.49,0.5,0.0627,0.1193,-0.1193
0.505,0.5,0.51,0.1391,0.0846,-0.0846
0.515,0.51,0.52,0.1944,0.0807,-0.0807
0.525,0.52,0.53,0.1198,0.1546,-0.1546
0.535,0.53,0.54,0.0069,0.125,-0.125
0.545,0.54,0.55,0.1755,0.1156,-0.1156
0.555,0.55,0.56,0.1603,0.181,-0.181
0.565,0.56,0.57,0.126,0.1006,-0.1006
0.575,0.57,0.58,-0.0063,-0.2083,0.2083
0.585,0.58,0.59,0.1357,0.0948,-0.0948
0.595,0.59,0.6,0.1886,0.097,-0.097
0.605,0.6,0.61,0.0941,0.147,-0.147
0.615,0.61,0.62,0.1285,0.1339,-0.1339
0.625,0.62,0.63,0.2233,0.1522,-0.1522
0.635,0.63,0.64,0.2342,0.1485,-0.1485
0.645,0.64,0.65,0.1047,0.1179,-0.1179
0.655,0.65,0.66,0.2752,0.1582,-0.1582
0.665,0.66,0.67,0.0435,0.1792,-0.1792
0.675,0.67,0.68,-0.0149,-0.2092,0.2092
0.685,0.68,0.69,0.1217,0.177,-0.177
0.695,0.69,0.7,-0.0379,-0.1773,0.1773
0.705,0.7,0.71,0.0218,0.1703,-0.1703
0.715,0.71,0.72,0.1352,0.2151,-0.2151
0.725,0.72,0.73,-0.0367,-0.1979,0.1979
0.735,0.73,0.74,-0.3882,-0.1706,0.1706
0.745,0.74,0.75,-0.1563,-0.1829,0.1829
0.755,0.75,0.76,-0.0148,-0.2993,0.2993
0.765,0.76,0.77,-0.4454,-0.3022,0.3022
0.775,0.77,0.78,-0.2181,-0.1972,0.1972
0.785,0.78,0.79,-0.2592,-0.1735,0.1735
0.795,0.79,0.8,-0.2533,-0.2158,0.2158
0.805,0.8,0.81,-0.432,-0.2063,0.2063
0.815,0.81,0.82,-0.4428,-0.2632,0.2632
0.825,0.82,0.83,-0.4695,-0.2299,0.2299
0.835,0.83,0.84,-0.3957,-0.3302,0.3302
0.845,0.84,0.85,-0.1131,-0.1561,0.1561
0.855,0.85,0.86,-0.4867,-0.204,0.204
0.865,0.86,0.87,-0.3328,-0.1836,0.1836
0.875,0.87,0.88,-0.1985,-0.2269,0.2269
0.885,0.88,0.89,-0.2199,-0.1637,0.1637
0.895,0.89,0.9,-0.2157,-0.2034,0.2034
0.905,0.9,0.91,-0.2852,-0.1622,0.1622
0.915,0.91,0.92,-0.2634,-0.214,0.214
0.925,0.92,0.93,-0.0918,-0.1581,0.1581
0.935,0.93,0.94,-0.2082,-0.2103,0.2103
0.945,0.94,0.95,-0.1018,-0.2434,0.2434
0.955,0.95,0.96,-0.3516,-0.1962,0.1962
0.965,0.96,0.97,-0.2667,-0.1717,0.1717
0.975,0.97,0.98,-0.2263,-0.1525,0.1525
0.985,0.98,0.99,-0.0591,-0.0997,0.0997
0.995,0.99,1.0,-0.0373,-0.0891,0.0891
1.005,1.0,1.01,-0.2232,-0.1578,0.1578
1.0150000000000001,1.01,1.02,0.0068,0.0881,-0.0881
1.025,1.02,1.03,0.0327,0.1177,-0.1177
1.0350000000000001,1.03,1.04,0.0223,0.0848,-0.0848
1.045,1.04,1.05,-0.1009,-0.0682,0.0682
1.0550000000000002,1.05,1.06,-0.0089,-0.1439,0.1439
1.065,1.06,1.07,-0.0207,-0.0957,0.0957
1.0750000000000002,1.07,1.08,-0.0473,-0.0757,0.0757
1.085,1.08,1.09,0.0818,0.1452,-0.1452
1.0950000000000002,1.09,1.1,0.0403,0.085,-0.085
1.105,1.1,1.11,0.1313,0.0907,-0.0907
1.1150000000000002,1.11,1.12,0.0389,0.1013,-0.1013
1.125,1.12,1.13,-0.0224,-0.0821,0.0821
1.1349999999999998,1.13,1.14,0.0326,0.1154,-0.1154
1.145,1.14,1.15,-0.088,-0.1014,0.1014
1.1549999999999998,1.15,1.16,0.0991,0.1375,-0.1375
1.165,1.16,1.17,-0.0627,-0.1163,0.1163
1.1749999999999998,1.17,1.18,-0.0345,-0.1032,0.1032
1.185,1.18,1.19,0.0225,0.1231,-0.1231
1.1949999999999998,1.19,1.2,-0.0343,-0.098,0.098
1.205,1.2,1.21,0.1526,0.1551,-0.1551
1.2149999999999999,1.21,1.22,-0.1507,-0.1779,0.1779
1.225,1.22,1.23,0.0255,0.1139,-0.1139
1.2349999999999999,1.23,1.24,0.1209,0.1941,-0.1941
1.245,1.24,1.25,0.0818,0.1974,-0.1974
1.255,1.25,1.26,0.1064,0.165,-0.165
1.2650000000000001,1.26,1.27,0.1032,0.1866,-0.1866
1.275,1.27,1.28,0.2002,0.1726,-0.1726
1.2850000000000001,1.28,1.29,0.0879,0.1344,-0.1344
1.295,1.29,1.3,0.2649,0.2233,-0.2233
1.3050000000000002,1.3,1.31,0.1833,0.2207,-0.2207
1.315,1.31,1.32,0.0733,0.1454,-0.1454
1.3250000000000002,1.32,1.33,0.2215,0.1257,-0.1257
1.335,1.33,1.34,0.2421,0.1328,-0.1328
1.3450000000000002,1.34,1.35,0.1557,0.1364,-0.1364
1.355,1.35,1.36,0.035,0.1085,-0.1085
1.3650000000000002,1.36,1.37,0.2092,0.1531,-0.1531
1.375,1.37,1.38,0.0841,0.1232,-0.1232
1.3849999999999998,1.38,1.39,0.1233,0.1213,-0.1213
1.395,1.39,1.4,0.0653,0.0943,-0.0943

