#: table_doi: 10.17182/hepdata.74824.v1/t24
#: name: Table 24
#: description: Moments YLM(LM=20) of the di-pion angular distribution for -T.

#: data_file: Table24.yaml
#: keyword reactions: GAMMA P --> PI+ PI- P
#: keyword observables: YLM
#: keyword plabs: 3.0,3.8
#: keyword phrases: Exclusive | Photoproduction
#: -T [GeV^2],,,0.9-1.0
#: E(P=1) [GeV],,,3.0-3.2
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"YLM(LM=20,P=3_4) [MUB/GEV**3]",error +,error -
1.005,1.0,1.01,-0.0972,-0.1112,0.1112
1.0150000000000001,1.01,1.02,0.2606,0.2368,-0.2368
1.025,1.02,1.03,0.0668,0.1374,-0.1374
1.0350000000000001,1.03,1.04,0.0062,0.1319,-0.1319
1.045,1.04,1.05,0.0773,0.1585,-0.1585
1.0550000000000002,1.05,1.06,0.0439,0.1393,-0.1393
1.065,1.06,1.07,0.01,0.1023,-0.1023
1.0750000000000002,1.07,1.08,0.0711,0.1492,-0.1492
1.085,1.08,1.09,-0.04,-0.1329,0.1329
1.0950000000000002,1.09,1.1,-0.1887,-0.1031,0.1031
1.105,1.1,1.11,-0.1971,-0.1193,0.1193
1.1150000000000002,1.11,1.12,-0.0351,-0.1804,0.1804
1.125,1.12,1.13,-0.2183,-0.1158,0.1158
1.1349999999999998,1.13,1.14,-0.241,-0.1714,0.1714
1.145,1.14,1.15,-0.236,-0.1188,0.1188
1.1549999999999998,1.15,1.16,-0.2952,-0.1302,0.1302
1.165,1.16,1.17,-0.139,-0.1365,0.1365
1.1749999999999998,1.17,1.18,-0.2509,-0.1553,0.1553
1.185,1.18,1.19,-0.3386,-0.1258,0.1258
1.1949999999999998,1.19,1.2,-0.4658,-0.1119,0.1119
1.205,1.2,1.21,-0.4001,-0.1036,0.1036
1.2149999999999999,1.21,1.22,-0.2263,-0.1231,0.1231
1.225,1.22,1.23,-0.4384,-0.115,0.115
1.2349999999999999,1.23,1.24,-0.3755,-0.1224,0.1224
1.245,1.24,1.25,-0.5434,-0.11,0.11
1.255,1.25,1.26,-0.523,-0.1096,0.1096
1.2650000000000001,1.26,1.27,-0.4711,-0.1086,0.1086
1.275,1.27,1.28,-0.3888,-0.1228,0.1228
1.2850000000000001,1.28,1.29,-0.5302,-0.1047,0.1047
1.295,1.29,1.3,-0.3971,-0.1001,0.1001
1.3050000000000002,1.3,1.31,-0.3774,-0.1037,0.1037
1.315,1.31,1.32,-0.2927,-0.0931,0.0931
1.3250000000000002,1.32,1.33,-0.2384,-0.0904,0.0904
1.335,1.33,1.34,-0.2472,-0.0909,0.0909
1.3450000000000002,1.34,1.35,-0.2892,-0.0857,0.0857
1.355,1.35,1.36,-0.2661,-0.1151,0.1151
1.3650000000000002,1.36,1.37,-0.484,-0.1299,0.1299
1.375,1.37,1.38,-0.5653,-0.1288,0.1288
1.3849999999999998,1.38,1.39,-0.1392,-0.0938,0.0938
1.395,1.39,1.4,-0.427,-0.1048,0.1048

#: -T [GeV^2],,,0.9-1.0
#: E(P=1) [GeV],,,3.2-3.4
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"YLM(LM=20,P=3_4) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.1267,0.0386,-0.0386
0.415,0.41,0.42,0.0982,0.0362,-0.0362
0.425,0.42,0.43,0.0975,0.0355,-0.0355
0.435,0.43,0.44,0.1013,0.0321,-0.0321
0.445,0.44,0.45,0.1553,0.0457,-0.0457
0.455,0.45,0.46,0.1879,0.0514,-0.0514
0.46499999999999997,0.46,0.47,0.2393,0.0946,-0.0946
0.475,0.47,0.48,0.3225,0.0847,-0.0847
0.485,0.48,0.49,0.1848,0.0897,-0.0897
0.495,0.49,0.5,0.3324,0.1244,-0.1244
0.505,0.5,0.51,0.3475,0.1175,-0.1175
0.515,0.51,0.52,0.2859,0.1135,-0.1135
0.525,0.52,0.53,0.3999,0.1384,-0.1384
0.535,0.53,0.54,0.2958,0.0864,-0.0864
0.545,0.54,0.55,0.3449,0.0784,-0.0784
0.555,0.55,0.56,0.2716,0.0569,-0.0569
0.565,0.56,0.57,0.2729,0.0621,-0.0621
0.575,0.57,0.58,0.2178,0.0528,-0.0528
0.585,0.58,0.59,0.3413,0.0754,-0.0754
0.595,0.59,0.6,0.3031,0.0597,-0.0597
0.605,0.6,0.61,0.2479,0.0897,-0.0897
0.615,0.61,0.62,0.2917,0.0679,-0.0679
0.625,0.62,0.63,0.2494,0.0718,-0.0718
0.635,0.63,0.64,0.4327,0.0926,-0.0926
0.645,0.64,0.65,0.2179,0.0741,-0.0741
0.655,0.65,0.66,0.3316,0.101,-0.101
0.665,0.66,0.67,0.2481,0.0732,-0.0732
0.675,0.67,0.68,0.2495,0.0758,-0.0758
0.685,0.68,0.69,0.2995,0.0946,-0.0946
0.695,0.69,0.7,0.1863,0.0838,-0.0838
0.705,0.7,0.71,0.2271,0.0886,-0.0886
0.715,0.71,0.72,0.1743,0.0917,-0.0917
0.725,0.72,0.73,0.2035,0.1277,-0.1277
0.735,0.73,0.74,0.3359,0.1398,-0.1398
0.745,0.74,0.75,0.124,0.099,-0.099
0.755,0.75,0.76,-0.0434,-0.1003,0.1003
0.765,0.76,0.77,-0.0482,-0.1087,0.1087
0.775,0.77,0.78,-0.0989,-0.131,0.131
0.785,0.78,0.79,-0.1624,-0.1467,0.1467
0.795,0.79,0.8,-0.0666,-0.193,0.193
0.805,0.8,0.81,-0.1296,-0.1319,0.1319
0.815,0.81,0.82,0.0141,0.1618,-0.1618
0.825,0.82,0.83,-0.2129,-0.1325,0.1325
0.835,0.83,0.84,-0.0998,-0.1523,0.1523
0.845,0.84,0.85,-0.126,-0.179,0.179
0.855,0.85,0.86,-0.0514,-0.1095,0.1095
0.865,0.86,0.87,-0.1166,-0.11,0.11
0.875,0.87,0.88,-0.1396,-0.0936,0.0936
0.885,0.88,0.89,-0.0541,-0.1279,0.1279
0.895,0.89,0.9,-0.0587,-0.1746,0.1746
0.905,0.9,0.91,-0.0614,-0.1081,0.1081
0.915,0.91,0.92,-0.1017,-0.1134,0.1134
0.925,0.92,0.93,-0.0289,-0.1144,0.1144
0.935,0.93,0.94,-0.0288,-0.1261,0.1261
0.945,0.94,0.95,-0.0355,-0.1042,0.1042
0.955,0.95,0.96,0.0193,0.1517,-0.1517
0.965,0.96,0.97,-0.0295,-0.1606,0.1606
0.975,0.97,0.98,0.0113,0.1512,-0.1512
0.985,0.98,0.99,0.0654,0.128,-0.128
0.995,0.99,1.0,0.0187,0.1731,-0.1731
1.005,1.0,1.01,0.0068,0.1733,-0.1733
1.0150000000000001,1.01,1.02,-0.1008,-0.1377,0.1377
1.025,1.02,1.03,0.0299,0.1374,-0.1374
1.0350000000000001,1.03,1.04,0.0029,0.1693,-0.1693
1.045,1.04,1.05,0.1242,0.1401,-0.1401
1.0550000000000002,1.05,1.06,0.067,0.1854,-0.1854
1.065,1.06,1.07,-0.0808,-0.1273,0.1273
1.0750000000000002,1.07,1.08,-0.072,-0.1142,0.1142
1.085,1.08,1.09,0.0212,0.124,-0.124
1.0950000000000002,1.09,1.1,0.0237,0.1337,-0.1337
1.105,1.1,1.11,0.1458,0.1703,-0.1703
1.1150000000000002,1.11,1.12,0.029,0.139,-0.139
1.125,1.12,1.13,-0.0701,-0.094,0.094
1.1349999999999998,1.13,1.14,0.0083,0.1174,-0.1174
1.145,1.14,1.15,-0.0444,-0.1033,0.1033
1.1549999999999998,1.15,1.16,-0.0497,-0.1772,0.1772
1.165,1.16,1.17,-0.0684,-0.0896,0.0896
1.1749999999999998,1.17,1.18,-0.1123,-0.1442,0.1442
1.185,1.18,1.19,-0.3195,-0.1069,0.1069
1.1949999999999998,1.19,1.2,-0.2113,-0.1087,0.1087
1.205,1.2,1.21,-0.3107,-0.0973,0.0973
1.2149999999999999,1.21,1.22,-0.2502,-0.093,0.093
1.225,1.22,1.23,-0.4666,-0.1176,0.1176
1.2349999999999999,1.23,1.24,-0.3681,-0.1021,0.1021
1.245,1.24,1.25,-0.3681,-0.0984,0.0984
1.255,1.25,1.26,-0.4381,-0.1286,0.1286
1.2650000000000001,1.26,1.27,-0.3935,-0.1046,0.1046
1.275,1.27,1.28,-0.377,-0.1439,0.1439
1.2850000000000001,1.28,1.29,-0.4272,-0.1063,0.1063
1.295,1.29,1.3,-0.3834,-0.1057,0.1057
1.3050000000000002,1.3,1.31,-0.245,-0.0974,0.0974
1.315,1.31,1.32,-0.2224,-0.0906,0.0906
1.3250000000000002,1.32,1.33,-0.3125,-0.1001,0.1001
1.335,1.33,1.34,-0.1611,-0.1033,0.1033
1.3450000000000002,1.34,1.35,-0.0852,-0.096,0.096
1.355,1.35,1.36,-0.2432,-0.1139,0.1139
1.3650000000000002,1.36,1.37,-0.0842,-0.0907,0.0907
1.375,1.37,1.38,-0.0865,-0.0841,0.0841
1.3849999999999998,1.38,1.39,-0.304,-0.0826,0.0826
1.395,1.39,1.4,-0.1058,-0.0741,0.0741

#: -T [GeV^2],,,0.9-1.0
#: E(P=1) [GeV],,,3.4-3.6
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"YLM(LM=20,P=3_4) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0943,0.0257,-0.0257
0.415,0.41,0.42,0.0877,0.0251,-0.0251
0.425,0.42,0.43,0.1266,0.0301,-0.0301
0.435,0.43,0.44,0.0749,0.0286,-0.0286
0.445,0.44,0.45,0.0827,0.0274,-0.0274
0.455,0.45,0.46,0.1348,0.0467,-0.0467
0.46499999999999997,0.46,0.47,0.1814,0.0835,-0.0835
0.475,0.47,0.48,0.2069,0.0586,-0.0586
0.485,0.48,0.49,0.2287,0.1045,-0.1045
0.495,0.49,0.5,0.1937,0.0682,-0.0682
0.505,0.5,0.51,0.1986,0.0589,-0.0589
0.515,0.51,0.52,0.2369,0.0863,-0.0863
0.525,0.52,0.53,0.2079,0.1111,-0.1111
0.535,0.53,0.54,0.2459,0.0996,-0.0996
0.545,0.54,0.55,0.2497,0.0767,-0.0767
0.555,0.55,0.56,0.1617,0.0587,-0.0587
0.565,0.56,0.57,0.1964,0.0636,-0.0636
0.575,0.57,0.58,0.2065,0.0472,-0.0472
0.585,0.58,0.59,0.2577,0.0613,-0.0613
0.595,0.59,0.6,0.1355,0.0594,-0.0594
0.605,0.6,0.61,0.2765,0.0614,-0.0614
0.615,0.61,0.62,0.1583,0.056,-0.056
0.625,0.62,0.63,0.2239,0.0598,-0.0598
0.635,0.63,0.64,0.1066,0.0847,-0.0847
0.645,0.64,0.65,0.2008,0.0628,-0.0628
0.655,0.65,0.66,0.1899,0.0662,-0.0662
0.665,0.66,0.67,0.2763,0.0751,-0.0751
0.675,0.67,0.68,0.3034,0.0743,-0.0743
0.685,0.68,0.69,0.0146,0.0918,-0.0918
0.695,0.69,0.7,0.1083,0.0774,-0.0774
0.705,0.7,0.71,0.1607,0.0872,-0.0872
0.715,0.71,0.72,0.2221,0.109,-0.109
0.725,0.72,0.73,0.1198,0.1088,-0.1088
0.735,0.73,0.74,0.1249,0.1183,-0.1183
0.745,0.74,0.75,0.0473,0.125,-0.125
0.755,0.75,0.76,-0.0035,-0.1061,0.1061
0.765,0.76,0.77,-0.1614,-0.1223,0.1223
0.775,0.77,0.78,-0.1967,-0.115,0.115
0.785,0.78,0.79,-0.3683,-0.1035,0.1035
0.795,0.79,0.8,-0.3045,-0.0996,0.0996
0.805,0.8,0.81,-0.1214,-0.0939,0.0939
0.815,0.81,0.82,-0.0735,-0.1531,0.1531
0.825,0.82,0.83,-0.2127,-0.0893,0.0893
0.835,0.83,0.84,-0.1626,-0.0927,0.0927
0.845,0.84,0.85,-0.1194,-0.1241,0.1241
0.855,0.85,0.86,-0.1011,-0.0832,0.0832
0.865,0.86,0.87,-0.1734,-0.0783,0.0783
0.875,0.87,0.88,-0.1156,-0.0775,0.0775
0.885,0.88,0.89,-0.091,-0.087,0.087
0.895,0.89,0.9,-0.0906,-0.0837,0.0837
0.905,0.9,0.91,-0.0589,-0.0897,0.0897
0.915,0.91,0.92,-0.0045,-0.0826,0.0826
0.925,0.92,0.93,-0.0523,-0.1003,0.1003
0.935,0.93,0.94,-0.1317,-0.1065,0.1065
0.945,0.94,0.95,-0.0781,-0.1145,0.1145
0.955,0.95,0.96,-0.0203,-0.1018,0.1018
0.965,0.96,0.97,-0.0807,-0.0771,0.0771
0.975,0.97,0.98,0.0601,0.1172,-0.1172
0.985,0.98,0.99,0.0044,0.1186,-0.1186
0.995,0.99,1.0,-0.0929,-0.0755,0.0755
1.005,1.0,1.01,0.0341,0.1466,-0.1466
1.0150000000000001,1.01,1.02,0.0468,0.065,-0.065
1.025,1.02,1.03,0.1125,0.1154,-0.1154
1.0350000000000001,1.03,1.04,0.121,0.1242,-0.1242
1.045,1.04,1.05,0.0432,0.1202,-0.1202
1.0550000000000002,1.05,1.06,0.0249,0.0994,-0.0994
1.065,1.06,1.07,0.0205,0.0913,-0.0913
1.0750000000000002,1.07,1.08,0.0384,0.1112,-0.1112
1.085,1.08,1.09,0.0286,0.0904,-0.0904
1.0950000000000002,1.09,1.1,0.025,0.1102,-0.1102
1.105,1.1,1.11,0.0319,0.1606,-0.1606
1.1150000000000002,1.11,1.12,0.0545,0.078,-0.078
1.125,1.12,1.13,0.0326,0.1395,-0.1395
1.1349999999999998,1.13,1.14,-0.0311,-0.0784,0.0784
1.145,1.14,1.15,0.0592,0.1008,-0.1008
1.1549999999999998,1.15,1.16,0.0017,0.1032,-0.1032
1.165,1.16,1.17,-0.0927,-0.0703,0.0703
1.1749999999999998,1.17,1.18,-0.1162,-0.122,0.122
1.185,1.18,1.19,-0.0361,-0.1582,0.1582
1.1949999999999998,1.19,1.2,-0.1036,-0.0973,0.0973
1.205,1.2,1.21,-0.2237,-0.09,0.09
1.2149999999999999,1.21,1.22,-0.1987,-0.0876,0.0876
1.225,1.22,1.23,-0.2881,-0.1048,0.1048
1.2349999999999999,1.23,1.24,-0.1913,-0.0815,0.0815
1.245,1.24,1.25,-0.1887,-0.082,0.082
1.255,1.25,1.26,-0.4006,-0.1238,0.1238
1.2650000000000001,1.26,1.27,-0.3428,-0.1519,0.1519
1.275,1.27,1.28,-0.1643,-0.0924,0.0924
1.2850000000000001,1.28,1.29,-0.1782,-0.1024,0.1024
1.295,1.29,1.3,-0.3136,-0.0861,0.0861
1.3050000000000002,1.3,1.31,-0.351,-0.1288,0.1288
1.315,1.31,1.32,-0.2424,-0.0913,0.0913
1.3250000000000002,1.32,1.33,-0.2712,-0.1333,0.1333
1.335,1.33,1.34,-0.3005,-0.0965,0.0965
1.3450000000000002,1.34,1.35,-0.2157,-0.0947,0.0947
1.355,1.35,1.36,-0.1898,-0.0887,0.0887
1.3650000000000002,1.36,1.37,-0.3033,-0.0987,0.0987
1.375,1.37,1.38,-0.2041,-0.082,0.082
1.3849999999999998,1.38,1.39,-0.1675,-0.09,0.09
1.395,1.39,1.4,-0.1716,-0.0831,0.0831

#: -T [GeV^2],,,0.9-1.0
#: E(P=1) [GeV],,,3.6-3.8
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"YLM(LM=20,P=3_4) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0819,0.0312,-0.0312
0.415,0.41,0.42,0.0945,0.0285,-0.0285
0.425,0.42,0.43,0.0515,0.0235,-0.0235
0.435,0.43,0.44,0.0933,0.027,-0.027
0.445,0.44,0.45,0.134,0.0301,-0.0301
0.455,0.45,0.46,0.1452,0.064,-0.064
0.46499999999999997,0.46,0.47,0.1021,0.0333,-0.0333
0.475,0.47,0.48,0.1514,0.0606,-0.0606
0.485,0.48,0.49,0.1344,0.0607,-0.0607
0.495,0.49,0.5,0.1497,0.084,-0.084
0.505,0.5,0.51,0.187,0.0871,-0.0871
0.515,0.51,0.52,0.2033,0.0682,-0.0682
0.525,0.52,0.53,0.1707,0.0726,-0.0726
0.535,0.53,0.54,0.1937,0.0798,-0.0798
0.545,0.54,0.55,0.1692,0.0685,-0.0685
0.555,0.55,0.56,0.2875,0.0987,-0.0987
0.565,0.56,0.57,0.1025,0.0452,-0.0452
0.575,0.57,0.58,0.1474,0.0591,-0.0591
0.585,0.58,0.59,0.2277,0.0851,-0.0851
0.595,0.59,0.6,0.0988,0.0566,-0.0566
0.605,0.6,0.61,0.1142,0.0614,-0.0614
0.615,0.61,0.62,0.1372,0.0622,-0.0622
0.625,0.62,0.63,0.1903,0.1068,-0.1068
0.635,0.63,0.64,0.1498,0.0645,-0.0645
0.645,0.64,0.65,0.1844,0.0899,-0.0899
0.655,0.65,0.66,0.2001,0.0704,-0.0704
0.665,0.66,0.67,0.1192,0.0746,-0.0746
0.675,0.67,0.68,0.2338,0.081,-0.081
0.685,0.68,0.69,0.217,0.1112,-0.1112
0.695,0.69,0.7,0.2257,0.0902,-0.0902
0.705,0.7,0.71,0.2092,0.0961,-0.0961
0.715,0.71,0.72,0.2384,0.1233,-0.1233
0.725,0.72,0.73,-0.0058,-0.1036,0.1036
0.735,0.73,0.74,-0.0201,-0.0959,0.0959
0.745,0.74,0.75,-0.1003,-0.1055,0.1055
0.755,0.75,0.76,-0.0884,-0.1447,0.1447
0.765,0.76,0.77,-0.1343,-0.159,0.159
0.775,0.77,0.78,-0.2255,-0.1096,0.1096
0.785,0.78,0.79,-0.2901,-0.1242,0.1242
0.795,0.79,0.8,-0.1921,-0.0993,0.0993
0.805,0.8,0.81,-0.1896,-0.0993,0.0993
0.815,0.81,0.82,-0.3163,-0.1502,0.1502
0.825,0.82,0.83,-0.0223,-0.1126,0.1126
0.835,0.83,0.84,-0.2407,-0.0887,0.0887
0.845,0.84,0.85,-0.182,-0.0997,0.0997
0.855,0.85,0.86,-0.308,-0.0921,0.0921
0.865,0.86,0.87,-0.1382,-0.1237,0.1237
0.875,0.87,0.88,-0.2865,-0.0791,0.0791
0.885,0.88,0.89,-0.1778,-0.0702,0.0702
0.895,0.89,0.9,-0.2315,-0.103,0.103
0.905,0.9,0.91,-0.202,-0.0696,0.0696
0.915,0.91,0.92,-0.11,-0.0904,0.0904
0.925,0.92,0.93,-0.0791,-0.0635,0.0635
0.935,0.93,0.94,-0.0082,-0.111,0.111
0.945,0.94,0.95,0.0285,0.0678,-0.0678
0.955,0.95,0.96,0.0403,0.0743,-0.0743
0.965,0.96,0.97,0.0838,0.0974,-0.0974
0.975,0.97,0.98,-0.0031,-0.1106,0.1106
0.985,0.98,0.99,-0.0507,-0.068,0.068
0.995,0.99,1.0,-0.0628,-0.0633,0.0633
1.005,1.0,1.01,0.0559,0.0904,-0.0904
1.0150000000000001,1.01,1.02,0.0508,0.0759,-0.0759
1.025,1.02,1.03,0.0308,0.1206,-0.1206
1.0350000000000001,1.03,1.04,0.0508,0.077,-0.077
1.045,1.04,1.05,0.0866,0.0959,-0.0959
1.0550000000000002,1.05,1.06,-0.0433,-0.0931,0.0931
1.065,1.06,1.07,0.034,0.0972,-0.0972
1.0750000000000002,1.07,1.08,0.0528,0.1461,-0.1461
1.085,1.08,1.09,-0.0314,-0.0697,0.0697
1.0950000000000002,1.09,1.1,-0.0557,-0.1273,0.1273
1.105,1.1,1.11,-0.0441,-0.1152,0.1152
1.1150000000000002,1.11,1.12,-0.0346,-0.1026,0.1026
1.125,1.12,1.13,-0.038,-0.0645,0.0645
1.1349999999999998,1.13,1.14,0.0813,0.0701,-0.0701
1.145,1.14,1.15,-0.0186,-0.0897,0.0897
1.1549999999999998,1.15,1.16,-0.0501,-0.0821,0.0821
1.165,1.16,1.17,-0.0461,-0.0793,0.0793
1.1749999999999998,1.17,1.18,0.0549,0.0864,-0.0864
1.185,1.18,1.19,-0.17,-0.0747,0.0747
1.1949999999999998,1.19,1.2,-0.0925,-0.078,0.078
1.205,1.2,1.21,0.0401,0.1072,-0.1072
1.2149999999999999,1.21,1.22,-0.2051,-0.1302,0.1302
1.225,1.22,1.23,-0.0799,-0.1085,0.1085
1.2349999999999999,1.23,1.24,-0.025,-0.0773,0.0773
1.245,1.24,1.25,-0.1567,-0.0804,0.0804
1.255,1.25,1.26,-0.1104,-0.0791,0.0791
1.2650000000000001,1.26,1.27,-0.3712,-0.1016,0.1016
1.275,1.27,1.28,-0.2577,-0.1407,0.1407
1.2850000000000001,1.28,1.29,-0.1938,-0.0948,0.0948
1.295,1.29,1.3,-0.2701,-0.1318,0.1318
1.3050000000000002,1.3,1.31,-0.527,-0.1918,0.1918
1.315,1.31,1.32,-0.1616,-0.1018,0.1018
1.3250000000000002,1.32,1.33,-0.3071,-0.0962,0.0962
1.335,1.33,1.34,-0.3211,-0.1452,0.1452
1.3450000000000002,1.34,1.35,-0.2871,-0.0927,0.0927
1.355,1.35,1.36,-0.1892,-0.0838,0.0838
1.3650000000000002,1.36,1.37,-0.2547,-0.1251,0.1251
1.375,1.37,1.38,-0.3423,-0.1712,0.1712
1.3849999999999998,1.38,1.39,-0.1073,-0.0803,0.0803
1.395,1.39,1.4,-0.2787,-0.0875,0.0875

